TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,IS_NULLABLE,COLUMN_TYPE,COLUMN_KEY,COLUMN_COMMENT
stk_data,asharecashflow,prov_depr_assets,65,YES,"decimal(20,4)",,加:资产减值准备
stk_data,asharecashflow,depr_fa_coga_dpba,66,YES,"decimal(20,4)",,固定资产折旧、油气资产折耗、生产性生物资产折旧
stk_data,asharecashflow,amort_intang_assets,67,YES,"decimal(20,4)",,无形资产摊销
stk_data,asharecashflow,lt_amort_deferred_exp,68,YES,"decimal(20,4)",,长期待摊费用摊销
stk_data,asharecashflow,decr_deferred_exp,69,YES,"decimal(20,4)",,待摊费用减少
stk_data,asharecashflow,incr_acc_exp,70,YES,"decimal(20,4)",,预提费用增加
stk_data,asharecashflow,loss_disp_fiolta,71,YES,"decimal(20,4)",,处置固定、无形资产和其他长期资产的损失
stk_data,asharecashflow,loss_scr_fa,72,YES,"decimal(20,4)",,固定资产报废损失
stk_data,asharecashflow,loss_fv_chg,73,YES,"decimal(20,4)",,公允价值变动损失
stk_data,asharecashflow,invest_loss,74,YES,"decimal(20,4)",,投资损失
stk_data,asharecashflow,decr_def_inc_tax_assets,75,YES,"decimal(20,4)",,递延所得税资产减少
stk_data,asharecashflow,incr_def_inc_tax_liab,76,YES,"decimal(20,4)",,递延所得税负债增加
stk_data,asharecashflow,decr_inventories,77,YES,"decimal(20,4)",,存货的减少
stk_data,asharecashflow,decr_oper_payable,78,YES,"decimal(20,4)",,经营性应收项目的减少
stk_data,asharecashflow,incr_oper_payable,79,YES,"decimal(20,4)",,经营性应付项目的增加
stk_data,asharecashflow,others,80,YES,"decimal(20,4)",,其他
stk_data,asharecashflow,im_net_cashflow_oper_act,81,YES,"decimal(20,4)",,经营活动产生的现金流量净额(间接法)
stk_data,asharecashflow,conv_debt_into_cap,82,YES,"decimal(20,4)",,债务转为资本
stk_data,asharecashflow,conv_copbonds_due_within_1y,83,YES,"decimal(20,4)",,一年内到期的可转换公司债券
stk_data,asharecashflow,fa_fnc_leases,84,YES,"decimal(20,4)",,融资租入固定资产
stk_data,asharecashflow,im_n_incr_cash_equ,85,YES,"decimal(20,4)",,现金及现金等价物净增加额(间接法)
stk_data,asharecashflow,net_dism_capital_add,86,YES,"decimal(20,4)",,拆出资金净增加额
stk_data,asharecashflow,net_cash_rece_sec,87,YES,"decimal(20,4)",,代理买卖证券收到的现金净额(元)
stk_data,asharecashflow,credit_impa_loss,88,YES,"decimal(20,4)",,信用减值损失
stk_data,asharecashflow,use_right_asset_dep,89,YES,"decimal(20,4)",,使用权资产折旧
stk_data,asharecashflow,oth_loss_asset,90,YES,"decimal(20,4)",,其他资产减值损失
stk_data,asharecashflow,end_bal_cash,91,YES,"decimal(20,4)",,现金的期末余额
stk_data,asharecashflow,beg_bal_cash,92,YES,"decimal(20,4)",,减:现金的期初余额
stk_data,asharecashflow,end_bal_cash_equ,93,YES,"decimal(20,4)",,加:现金等价物的期末余额
stk_data,asharecashflow,beg_bal_cash_equ,94,YES,"decimal(20,4)",,减:现金等价物的期初余额
stk_data,asharesw2021member,index_code,1,NO,varchar(255),PRI,指数代码
stk_data,asharesw2021member,con_code,2,NO,varchar(255),PRI,成分股代码
stk_data,asharesw2021member,in_date,3,NO,varchar(255),PRI,纳入日期
stk_data,asharesw2021member,out_date,4,YES,varchar(255),,剔除日期
stk_data,asharesw2021member,is_new,5,NO,smallint,,是否为最新
stk_data,asharesw2021basic,index_code,1,NO,varchar(255),PRI,申万行业指数代码
stk_data,asharesw2021basic,name,2,YES,varchar(255),,申万行业名称
stk_data,ashareindexbasic,index_code,1,NO,varchar(255),PRI,指数代码
stk_data,ashareindexbasic,name,2,YES,varchar(255),,指数名称
stk_data,asharesw2021daily,trade_date,1,NO,varchar(255),PRI,交易日期
stk_data,asharesw2021daily,index_code,2,NO,varchar(255),PRI,申万行业指数代码
stk_data,asharesw2021daily,open,3,YES,"decimal(20,4)",,开盘价
stk_data,asharesw2021daily,high,4,YES,"decimal(20,4)",,最高价
stk_data,asharesw2021daily,low,5,YES,"decimal(20,4)",,最低价
stk_data,asharesw2021daily,close,6,YES,"decimal(20,4)",,收盘价
stk_data,asharesw2021daily,pct_chg,7,YES,"decimal(20,4)",,涨跌幅(%)
stk_data,ashareindexweight,index_code,1,NO,varchar(255),PRI,指数代码
stk_data,ashareindexweight,con_code,2,NO,varchar(255),PRI,成分股代码
stk_data,ashareindexweight,trade_date,3,NO,varchar(255),PRI,交易日期
stk_data,ashareindexweight,weight,4,YES,"decimal(20,4)",,权重
fut_data,futdailyprices,trade_date,1,NO,varchar(255),PRI,交易日期
fut_data,futdailyprices,fut_code,2,NO,varchar(255),PRI,合约代码
fut_data,futdailyprices,open,3,YES,"decimal(20,4)",,开盘价
fut_data,futdailyprices,high,4,YES,"decimal(20,4)",,最高价
fut_data,futdailyprices,low,5,YES,"decimal(20,4)",,最低价
fut_data,futdailyprices,close,6,YES,"decimal(20,4)",,收盘价
fut_data,futdailyprices,settle,7,YES,"decimal(20,4)",,结算价
fut_data,futdailyprices,pre_close,8,YES,"decimal(20,4)",,昨收盘价
fut_data,futdailyprices,pre_settle,9,YES,"decimal(20,4)",,昨结算价
fut_data,futdailyprices,pct_chg,10,YES,"decimal(20,4)",,涨跌幅(%)
fut_data,futdailyprices,vol,11,YES,"decimal(20,4)",,成交量(手)
fut_data,futdailyprices,amount,12,YES,"decimal(20,4)",,成交金额(万元)
fut_data,futdailyprices,oi,13,YES,"decimal(20,4)",,持仓量(手)
fut_data,futdailyprices,delv_settle,14,YES,"decimal(20,4)",,交割结算价
stk_data,asharemonthlyprices,trade_date,1,NO,varchar(255),PRI,交易日期
stk_data,asharemonthlyprices,stock_code,2,NO,varchar(255),PRI,股票代码
stk_data,asharemonthlyprices,open,3,YES,"decimal(20,4)",,开盘价
stk_data,asharemonthlyprices,high,4,YES,"decimal(20,4)",,最高价
stk_data,asharemonthlyprices,low,5,YES,"decimal(20,4)",,最低价
stk_data,asharemonthlyprices,close,6,YES,"decimal(20,4)",,收盘价
stk_data,asharemonthlyprices,pre_close,7,YES,"decimal(20,4)",,上月收盘价(前复权)
stk_data,asharemonthlyprices,pct_chg,8,YES,"decimal(20,4)",,涨跌幅(已复权)
stk_data,asharemonthlyprices,vol,9,YES,"decimal(20,4)",,成交量(手)
stk_data,asharemonthlyprices,amount,10,YES,"decimal(20,4)",,成交额(千元)
stk_data,asharemonthlyprices,adj_factor,11,YES,"decimal(20,4)",,复权因子
stk_data,asharedailyprices,trade_date,1,NO,varchar(255),PRI,交易日期
stk_data,asharedailyprices,stock_code,2,NO,varchar(255),PRI,股票代码
stk_data,asharedailyprices,open,3,YES,"decimal(20,4)",,开盘价
stk_data,asharedailyprices,high,4,YES,"decimal(20,4)",,最高价
stk_data,asharedailyprices,low,5,YES,"decimal(20,4)",,最低价
stk_data,asharedailyprices,close,6,YES,"decimal(20,4)",,收盘价
stk_data,asharedailyprices,pre_close,7,YES,"decimal(20,4)",,昨收价(前复权)
stk_data,asharedailyprices,pct_chg,8,YES,"decimal(20,4)",,涨跌幅(已复权)
stk_data,asharedailyprices,vol,9,YES,"decimal(20,4)",,成交量(手)
stk_data,asharedailyprices,amount,10,YES,"decimal(20,4)",,成交额(千元)
stk_data,asharedailyprices,adj_factor,11,YES,"decimal(20,4)",,复权因子
stk_data,ashareindexdaily,trade_date,1,NO,varchar(255),PRI,交易日期
stk_data,ashareindexdaily,index_code,2,NO,varchar(255),PRI,指数代码
stk_data,ashareindexdaily,open,3,YES,"decimal(20,4)",,开盘价
stk_data,ashareindexdaily,high,4,YES,"decimal(20,4)",,最高价
stk_data,ashareindexdaily,low,5,YES,"decimal(20,4)",,最低价
stk_data,ashareindexdaily,close,6,YES,"decimal(20,4)",,收盘价
stk_data,ashareindexdaily,pre_close,7,YES,"decimal(20,4)",,前收盘价
stk_data,ashareindexdaily,pct_chg,8,YES,"decimal(20,4)",,涨跌幅(%)
stk_data,ashareindexdaily,vol,9,YES,"decimal(30,4)",,成交量(手)
stk_data,ashareindexdaily,amount,10,YES,"decimal(30,4)",,成交额(千元)
stk_data,ashareindexmonthly,trade_date,1,NO,varchar(255),PRI,交易日期
stk_data,ashareindexmonthly,index_code,2,NO,varchar(255),PRI,指数代码
stk_data,ashareindexmonthly,open,3,YES,"decimal(20,4)",,开盘价
stk_data,ashareindexmonthly,high,4,YES,"decimal(20,4)",,最高价
stk_data,ashareindexmonthly,low,5,YES,"decimal(20,4)",,最低价
stk_data,ashareindexmonthly,close,6,YES,"decimal(20,4)",,收盘价
stk_data,ashareindexmonthly,pre_close,7,YES,"decimal(20,4)",,前收盘价
stk_data,ashareindexmonthly,pct_chg,8,YES,"decimal(20,4)",,涨跌幅(%)
stk_data,ashareindexmonthly,vol,9,YES,"decimal(30,4)",,成交量(手)
stk_data,ashareindexmonthly,amount,10,YES,"decimal(30,4)",,成交额(千元)
